NAME (ENG),ALT NAMES,REF1,REF2,OBLAST,COUNTRY,IMGQUAL,ICAO,ICAOR,ICAOSRC,CAT,SIG,LATD,LATM,LATS,LOND,LONM,LONS,SRCLATLON (G=GoogleLowRes H=GoogleHighRes X=not found),ELEV1FT,ELEV1SRC,ELEV2FT,ELEV2SRC,ELEV3FT,ELEV3SRC,LAT,LON,MAG2010,R1L,R1W,R1DIMSRC (G=googlelowres H=googlehighres),R1HDG,R1NAM,R1SFC,R2LEN,R2WID,R2DIMSRC,R2HDG,R2OVRUNNE,R2OVRUNSW,R2NAM,R2SFC,R2dg,R2len,USE,OPR,MILPURPOSECODE,UNITS,NOTES,,,,,,,,,,
Bulgan,,7 km NW,Bulgan,,MG,,,,,M,,48,51.3,N,103,28.6,E,H,4314,H,,,,,48.8550,103.4767,,1920,15,H,128,,DIRT,,,,,,,,,,,,,,,,,,,,,,,,,
Gurzandzagal East,,141 km NE,Choybalsan,,MG,,,,,M,,49,11.7,N,115,20.3,E,H,2326,G,,,,,49.1950,115.3383,,2500,40,G,135,,CONC,,,,,,,,,,,,,,,Appears to be a dispersal airfield.  Very poor satellite imagery.,,,,,,,,,,
Jibhalanta,,2 km S,Uliastay,,MG,,,,,M,,47,43.1,N,96,50.8,E,H,5986,H,,,,,47.7183,96.8467,,1800,30,H,161,,ABANDONED,,,,,,,,,,,,,,,,,,,,,,,,,
Ulaanbaatar/Chinggis Khaan Intl Airport,Ulaanbaatar Southwest (US),14 km SW,Ulaanbaatar,,MG,,,,,M,,47,50.5,N,106,46.1,E,H,4368,H,,,,,47.8417,106.7683,,3100,50,H,138,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Nalayh,,2 km S,Nalayh,,MG,,,,,M,,47,44.5,N,107,22.3,E,G,4787,G,,,,,47.7417,107.3717,,2800,45,G,117,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Bayan Suma,,3 km NW,Bayan Suma,,MG,,,,,M,,47,22.0,N,107,27.4,E,H,4825,H,,,,,47.3667,107.4567,,2800,45,H,150,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Bayandelger East,,3 km S,Baganuur,,MG,,,,,M,,47,45.7,N,108,22.6,E,G,4445,G,,,,,47.7617,108.3767,,2500,30,G,28,,ASPH,,,,,,,,,,,,,,,Shows on GNC-13 but position questionable due to very poor satellite imagery.,,,,,,,,,,
Ondorhaan,,4 km SW,Ondorhaan,,MG,,,,,M,,47,18.2,N,110,36.6,E,H,3407,H,,,,,47.3033,110.6100,,1800,30,H,56,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Ulan Dzuleg,,96 km SE,Choybalsan,,MG,,,,,A,,47,21.9,N,115,17.0,E,G,2380,G,,,,,47.3650,115.2833,,2500,40,G,111,,ABANDONED,,,,,,,,,,,,,,,Abandoned airfield; very poor satellite imagery.,,,,,,,,,,
Altay,,3 km W,Bagakhangai,,MG,,,,,M,,46,22.7,N,96,13.3,E,H,7260,H,,,,,46.3783,96.2217,,2500,40,H,104,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Arvayheer,,3 km SE,Arvayheer,,MG,,,,,M,,46,15.0,N,102,48.2,E,H,5929,H,,,,,46.2500,102.8033,,2500,40,H,139,,CONC,,,,,,,,,,,,,,,This is a former Soviet airbase that housed a MiG-21 regiment.,,,,,,,,,,
Sumber Suma,,2 km NE,Bayantal,,MG,,,,,M,,46,34.6,N,108,19.4,E,G,4226,G,,,,,46.5767,108.3233,,2800,40,G,133,,CONC,,,,,,,,,,,,,,,Details vague due to very poor satellite imagery.,,,,,,,,,,
Baruun-urt,,2 km S,Baruun Urt,,MG,,,,,M,,46,39.6,N,113,17.3,E,G,3197,H,,,,,46.6600,113.2883,,2500,40,H,173,,ASPH,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalgovi,,3 km S,Mandalgovi,,MG,,,,,N,,45,44.1,N,106,16.3,E,H,4552,H,,,,,45.7350,106.2717,,2000,15,H,179,,DIRT,,,,,,,,,,,,,,,,,,,,,,,,,
Shine Bulagin Hural,,5 km NE,Dalanjagalan,,MG,,,,,M,,45,56.8,N,109,7.4,E,H,3619,H,,,,,45.9467,109.1233,,2700,45,H,128,,CONC,,,,,,,,,,,,,,,Major combat airfield.,,,,,,,,,,
Saynshand Northeast,,11 km N,Saynshand,,MG,,,,,M,,44,59.2,N,110,10.5,E,H,3027,H,,,,,44.9867,110.1750,,2500,32,H,145,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Ulan Uul West,,50 km S,Saynshand,,MG,,,,,M,,44,27.0,N,110,13.2,E,G,2412,G,,,,,44.4500,110.2200,,2715,30,G,149,,CONC,,,,,,,,,,,,,,,Poor resolution satellite imagery.,,,,,,,,,,
Obooto Hural Northwest,,260 km SW,Dalandzadagad,,MG,,,,,M,,43,0.4,N,101,20.1,E,H,5135,H,,,,,43.0067,101.3350,,1200,30,H,5,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Dalandzadgad,,6 km NW,Dalandzadagad,,MG,,,,,M,,43,36.5,N,104,22.2,E,H,4777,H,,,,,43.6083,104.3700,,2200,30,H,103,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Dalandzadgad,,2 km N,Dalandzadagad,,MG,,,,,M,,43,35.5,N,104,25.8,E,H,4775,H,,,,,43.5917,104.4300,,2300,50,H,27,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hailar Southwest,,6 km SW,Hailar,,CN,,,,,M,,49,9.9,N,119,41.4,E,H,2024,H,,,,,49.1650,119.6900,,2100,60,H,118,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Hailar/Airport,,6 km E,Hailar,,CN,,,,,M,,49,12.5,N,119,49.5,E,H,2159,H,,,,,49.2083,119.8250,,2600,50,H,84,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Nenjiang North,Nen-chiang,11 km NE,Nenjiang,,CN,,,,,M,,49,14.3,N,125,20.3,E,H,828,H,,,,,49.2383,125.3383,,1400,30,H,26,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Chaor,,150 km SE,Hailar,,CN,,,,,M,,48,25.6,N,121,23.3,E,H,3028,H,,,,,48.4267,121.3883,,1480,80,H,115,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Yalu,,385 km NW,Harbin,,CN,,,,,M,,48,11.4,N,122,55.3,E,G,1060,G,,,,,48.1900,122.9217,,2000,30,G,123,,CONC,,,,,,,,,,,,,,,Poor satellite imagery.,,,,,,,,,,
Altay/Airport,,10 km S,Altay,,CN,,,,,M,,47,45.0,N,88,4.9,E,H,2475,H,,,,,47.7500,88.0817,,2200,50,H,119,,CONC,,,,,,,,,,,CIV,,,,,,,,,,,,,,
Qiqihar-Sanjiazi/Airport,,13 km S,Qiqiha'er,,CN,,,,,M,,47,14.4,N,123,55.2,E,H,478,H,,,,,47.2400,123.9200,,2600,50,H,157,,CONC,,,,,,,,,,,,,,,,,,,,,,,,,
Jiamusi/Airport,"Jiamusi East (US), Chia-mu-ssu, Chiamussu",8 km NE,Jiamusi,,CN,,,,,M,,46,50.6,N,130,28.0,E,H,256,H,,,,,46.8433,130.4667,,2200,50,H,48,,CONC,,,,,,,,,,,CIV,,,,Actual runway length 2500 m but only 2200 m marked.,,,,,,,,,,
Karamay,,16 km S,Karamay,,CN,,,,,M,,45,28.0,N,84,57.2,E,H,897,H,,,,,45.4667,84.9533,,2600,60,H,138,,ASPH,,,,,,,,,,,CIV,,,,,,,,,,,,,,
Harbin-Ping/Fang Tien,Haerhpin,20 km S,Harbin,,CN,,,,,M,,45,35.9,N,126,39.5,E,H,591,H,,,,,45.5983,126.6583,,2200,50,H,66,,ASPH,,,,,,,,,,,CIV,,,,Full pavement width 70 m.,,,,,,,,,,
Lalin,,61 km S,Harbin,,CN,,,,,M,,45,15.6,N,126,53.6,E,H,571,H,,,,,45.2600,126.8933,,2800,50,H,163,,CONC,,,,,,,,,,,MIL,,,,,,,,,,,,,,
Shangzhi,,149 km SE,Harbin,,CN,,,,,N,,45,10.8,N,128,20.5,E,G,638,G,,,,,45.1800,128.3417,,1550,30,G,167,,CONC,,,,,,,,,,,CIV,,,,Very poor satellite imagery.,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
